nombre,descripcion,lat,lng,tipo,poligono_coords,fecha_creacion,actividad_entrada,actividad_salida,prioridad_alerta,notas,status_entrada,status_salida
FAW_TRUCKS_QRO,"Distrito Federal, San Isidro Miranda, El Marqués, Querétaro 76246, Mexico",20.574252,-100.331871,agencia,"[[20.574408237, -100.331950193], [20.5743906591, -100.331746345], [20.5740190116, -100.331757074], [20.5740315673, -100.331952875], [20.574408237, -100.331950193]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
FAW_TRUCKS_TEXCOCO_EDOMEX,"Avenida Benito Juárez, Fracc San Martín - Barr La Trinidad, Texcoco, México 56140, Mexico",19.501961,-98.882901,agencia,"[[19.5015879464, -98.8833447075], [19.501547493, -98.8821216202], [19.502318634, -98.8820465183], [19.502412182, -98.8832401013], [19.5023135774, -98.8833098387], [19.5015879464, -98.8833447075]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
GAS_BLUE_GAS_URUAPAN_MICH,"Calle Libramiento Oriente, Aeropuerto, Uruapan, Michoacán De Ocampo 60160, Mexico",19.390772,-102.03901,gasera,"[[19.390954728, -102.03916151], [19.390830755, -102.038649208], [19.3904942563, -102.038743086], [19.3906258198, -102.039335854], [19.390954728, -102.03916151]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_BOREAL_GNV_SAN _EDRITO,"Carretera Libre A Los Altos, San Pedrito, Tlaquepaque, Jalisco 45625, Mexico",20.619835,-103.288668,gasera,"[[20.6204629075, -103.288326119], [20.61967967, -103.287709211], [20.6191173432, -103.288811599], [20.6195014327, -103.289326583], [20.619785106, -103.289508974], [20.6204629075, -103.288326119]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_BOREAL_GNV_ZAPOPAN,"Mex-15, San Juan De Ocotán, Zapopan, Jalisco 45019, Mexico",20.707141,-103.465189,gasera,"[[20.7074034741, -103.465182104], [20.7069970263, -103.464838781], [20.7067511499, -103.465216972], [20.7071500716, -103.465522744], [20.7074034741, -103.465182104]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_CUGAS_GNV_QUERETARO,"Mex-57, Jofrito, Querétaro 76210, Mexico",20.862969,-100.428076,gasera,"[[20.8608353651, -100.427430387], [20.864364314, -100.430767055], [20.865357419, -100.428744295], [20.8634526115, -100.426008442], [20.8608353651, -100.427430387]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENA_GNV_EJERCITO_JUAREZ,"Avenida Francisco Villarreal Torres, Fraccionamiento Misión De Los Lagos, Juárez, Chihuahua 32668, Mexico",31.678523,-106.386975,gasera,"[[31.6786631204, -106.387486707], [31.6789027908, -106.387103151], [31.6788092053, -106.386601578], [31.6786836636, -106.38642187], [31.678414319, -106.386395048], [31.6781335608, -106.386896621], [31.6783001898, -106.387025367], [31.6781404086, -106.387355279], [31.6786631204, -106.387486707]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENA_SIGLO_XXl_CD_JUAREZ,"Mex-45, Victoria, Juárez, Chihuahua 32695, Mexico",31.600011,-106.454138,gasera,"[[31.6010274115, -106.454335335], [31.6000861991, -106.453101518], [31.5986972082, -106.453777435], [31.5992180822, -106.455139997], [31.6010274115, -106.454335335]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_ESTADIO_PUEBLA,"Calzada Ignacio Zaragoza 399A, San Pedro, Puebla 72210, Mexico",19.073492,-98.171119,gasera,"[[19.0738595537, -98.1713293333], [19.0732334197, -98.1705085773], [19.0729342942, -98.170838489], [19.073575639, -98.1715895075], [19.0738595537, -98.1713293333]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_GNV_BERNARDO_REYES_MTY,"Avenida General Bernardo Reyes 5687, Constituyentes Del 57, Monterrey, Nuevo León 64260, Mexico",25.728979,-100.331331,gasera,"[[25.7290826053, -100.331755541], [25.7292517452, -100.330773852], [25.7287998995, -100.330730937], [25.7286790849, -100.331637524], [25.7290826053, -100.331755541]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_GNV_LINCON_MTY,"Avenida Abraham Lincoln 14760, Paseo De San Bernabé, Monterrey, Nuevo León 64103, Mexico",25.769392,-100.420895,gasera,"[[25.7701990965, -100.420106692], [25.7677401429, -100.421104474], [25.7681990871, -100.422027154], [25.7706242149, -100.421131296], [25.7701990965, -100.420106692]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_GNV_MONTERREY,"Avenida Adolfo Ruíz Cortines 500, Fracc Privadas De San Miguel, Guadalupe, Nuevo León 67130, Mexico",25.704067,-100.158384,gasera,"[[25.7052105957, -100.158641139], [25.7049592512, -100.157734553], [25.7024409438, -100.158013502], [25.7025134486, -100.158887903], [25.7052105957, -100.158641139]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_GNV_TLAQUEPAQUE,"Prolongación Gobernador Curiel 246, Prado De La Luna, Tlaquepaque, Jalisco 45610, Mexico",20.584598,-103.353248,gasera,"[[20.5844367289, -103.353697373], [20.5851146875, -103.353354051], [20.5849439427, -103.352957084], [20.5846853141, -103.353064372], [20.5846551825, -103.352999999], [20.5842910929, -103.353080465], [20.5842232968, -103.35313411], [20.5844367289, -103.353697373]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENCO_GNV_TULTITLAN_EDOMEX,"Vía José López Portillo, San Mateo Cuautepec, Tultitlán, México 54948, Mexico",19.626637,-99.147147,gasera,"[[19.6264908118, -99.1465733416], [19.6264049149, -99.1468388802], [19.6261750142, -99.1478581197], [19.6269581912, -99.1476784117], [19.6269809286, -99.1473297245], [19.6269556648, -99.1471741564], [19.6264908118, -99.1465733416]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ENERGY_PLUS_GNV_MONTERREY,"Carretera Apodaca Huinalá Villa Juárez, Pueblo Huinalá, Apodaca, Nuevo León 66640, Mexico",25.774613,-100.182145,gasera,"[[25.7749577968, -100.182016336], [25.7744698944, -100.181563043], [25.7741003433, -100.182381116], [25.7745785857, -100.182745897], [25.7749577968, -100.182016336]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GANAMEX_GNV_MONTERREY,"Nl-196, Ciénega De Flores, Nuevo León, Mexico",25.93615,-100.213481,gasera,"[[25.9365797978, -100.212612564], [25.9367028125, -100.214503522], [25.9356125604, -100.214688594], [25.9352772817, -100.212985391], [25.9365797978, -100.212612564]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GASECO_GNV_APIZACO_TLAX,"Boulevard De La Libertad, Fraccionamiento La Noria Ii, Yauhquemehcan, Tlaxcala 90450, Mexico",19.413779,-98.158868,gasera,"[[19.4134006636, -98.1589008008], [19.4139622586, -98.1583750879], [19.4142987088, -98.158774737], [19.4138332437, -98.1593889629], [19.4134006636, -98.1589008008]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GASECO_GNV_SAN_RAFAEL_MORELIA,"Periférico Paseo De La República 982, San Rafael, Morelia, Michoacán De Ocampo 58255, Mexico",19.700466,-101.154281,gasera,"[[19.7005921289, -101.1547755], [19.7007916204, -101.153707981], [19.6998875933, -101.153863549], [19.7005921289, -101.1547755]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GHASE_GNV_ESCOBEDO_MTY,"Calzada General Guadalupe Victoria 1012, Industrial, Monterrey, Nuevo León 64299, Mexico",25.689786,-100.321886,gasera,"[[25.6900979788, -100.32199557], [25.6900858935, -100.321695163], [25.6893172601, -100.32171662], [25.6893317627, -100.322025074], [25.6900979788, -100.32199557]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GHASE_GNV_SANTA_CATARINA_MTY,"Mex-40, Zona Industrial El Obispo, Santa Catarina, Nuevo León 66367, Mexico",25.693709,-100.511907,gasera,"[[25.6932007891, -100.511634409], [25.6942836069, -100.511481523], [25.6944092904, -100.512251317], [25.6934521584, -100.512532949], [25.6932007891, -100.511634409]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNC_ONE_COPPER_SIMSA_TORREON,"Calle Adolfo Aymes 151, Ciudad Industrial, Torreón, Coahuila De Zaragoza 27019, Mexico",25.586066,-103.396109,gasera,"[[25.5865717381, -103.395956407], [25.5860516144, -103.397002469], [25.5851347396, -103.396160255], [25.5859983923, -103.395470928], [25.5865717381, -103.395956407]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNU_GNV_PERI_LEJOS_MORELIA,"Periférico Paseo De La República, Ricardo Flores Magón, Morelia, Michoacán De Ocampo 58147, Mexico",19.704671,-101.244725,gasera,"[[19.7044960418, -101.245088867], [19.705073495, -101.244539631], [19.7049977408, -101.244236541], [19.7042940297, -101.244670442], [19.7044960418, -101.245088867]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNU_MORELIA_II_MICH,"Periférico Paseo De La República, Elías Pérez Ávalos, Morelia, Michoacán De Ocampo 58218, Mexico",19.712056,-101.167535,gasera,"[[19.7118824021, -101.167473835], [19.7120919797, -101.167782289], [19.7122990321, -101.167581123], [19.7121222801, -101.167363864], [19.7118824021, -101.167473835]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNV_CHALCO,"Carretera Ciudad De México-Tlalmanalco, Casco De San Juan, Chalco, México 56600, Mexico",19.259816,-98.880276,gasera,"[[19.2601670671, -98.8801536059], [19.2594125034, -98.8799390292], [19.2592833663, -98.8804379201], [19.2600480589, -98.8806954122], [19.2601670671, -98.8801536059]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNV_SIGLO_XXl_CD_JUAREZ,"Mex-45, Fracc Valle Dorado Ii, Juárez, Chihuahua 32674, Mexico",31.576721,-106.450859,gasera,"[[31.5777316246, -106.451249397], [31.5768358785, -106.452214993], [31.575190608, -106.450283802], [31.5761137912, -106.449296749], [31.5777316246, -106.451249397]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNV_SIMSA_MORELIA,"Calle Oriente 4 1380, Ciudad Industrial, Morelia, Michoacán De Ocampo 58200, Mexico",19.737269,-101.127799,gasera,"[[19.7369247784, -101.127644006], [19.7370358624, -101.128263596], [19.737815973, -101.128019515], [19.7376442985, -101.127424064], [19.7369247784, -101.127644006]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_GNV_TALLER_VIVEBUS,"Ferrocarril, Mármol Viejo, Chihuahua 31063, Mexico",28.629911,-106.03281,taller,"[[28.6305638208, -106.033776687], [28.6300458848, -106.030348824], [28.6283696382, -106.032263921], [28.6300129252, -106.033883976], [28.6305638208, -106.033776687]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,baja,,En Taller,Disponible
GAS_GULF_GNV_NATURAL_MTY,"Carretera Monterrey-Colombia 850A, Villa Simeprodeso (Colectivo Nuevo), Salinas Victoria, Nuevo León 65500, Mexico",25.84946,-100.293921,gasera,"[[25.8497001765, -100.293185325], [25.849120856, -100.293287248], [25.8490976944, -100.295001355], [25.8496818427, -100.29494771], [25.8497001765, -100.293185325]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ITER_GNV_LERMA,"Autopista México-Toluca, La Estación, Lerma, México 52006, Mexico",19.281358,-99.518776,gasera,"[[19.2819812962, -99.5191372627], [19.2817154622, -99.5182199472], [19.2805711053, -99.5182709092], [19.2805432558, -99.5191131228], [19.2819812962, -99.5191372627]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_ITER_GNV_TOLUCA_EDOMEX,"Calle Felipe Chávez, Ejd Buenavista, Toluca, México 50071, Mexico",19.298626,-99.627162,gasera,"[[19.2987511948, -99.6268928451], [19.2984499471, -99.6268901629], [19.2984372896, -99.6275633974], [19.2987410688, -99.6275687618], [19.2987511948, -99.6268928451]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_MAX_GNV_CUAUTITLAN_MEX,"Avenida De La Joya, Barrio San José Milla, Cuautitlán, México 54870, Mexico",19.657612,-99.171333,gasera,"[[19.6579548878, -99.1712518242], [19.6577831277, -99.1705866364], [19.6567525628, -99.1708521751], [19.6569420053, -99.1717721728], [19.6577124028, -99.1716648844], [19.6578841631, -99.1716434267], [19.6579144737, -99.1716434267], [19.6579548878, -99.1712518242]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_MAX_GNV_LA_PILA_SLP,"Mex-57, San Luis Potosí, Mexico",22.045964,-100.856645,gasera,"[[22.046326976, -100.856359622], [22.0457924661, -100.856059214], [22.0454195511, -100.857070407], [22.0459540623, -100.857376179], [22.046326976, -100.856359622]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_NATGAS_AGUASC_SUR,"Boulevard José María Chávez, San Francisco Del Arenal, Aguascalientes 20280, Mexico",21.834094,-102.289522,gasera,"[[21.8343213418, -102.289151386], [21.8338756677, -102.289092377], [21.8337536672, -102.290076748], [21.8341993418, -102.290138438], [21.8343213418, -102.289151386]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_NATGAS_GNV_AGUASC_XXI_NORTE,"3Er Anillo Periférico, Avicola Aguascalientes, Aguascalientes 20364, Mexico",21.944093,-102.289991,gasera,"[[21.944194787, -102.289619463], [21.9437867744, -102.28971334], [21.9438763382, -102.290512638], [21.9444137201, -102.290491181], [21.944194787, -102.289619463]]",2025-11-19 14:45:48,Unidad esperando llamado,Esperando asignación,baja,,En Ruta,En Ruta
GAS_NATGAS_GNV_QUERETARO,"Mex-45D, El Marqués, Querétaro, Mexico",20.57238,-100.265409,gasera,"[[20.5720787796, -100.265142456], [20.5720787796, -100.265813009], [20.5728346389, -100.265786187], [20.5728271055, -100.265161232], [20.5720787796, -100.265142456]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_RINO_GNV_ENERGY_SALTILLO,"Boulevard Vito Alessio Robles 3045C, Nazario S Ortiz Garza, Saltillo, Coahuila De Zaragoza 25100, Mexico",25.456414,-101.000363,gasera,"[[25.4567315087, -101.000574574], [25.4564457367, -100.999826238], [25.455908096, -101.00003545], [25.4562519926, -101.000802562], [25.4567315087, -101.000574574]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_SAFE_GAS_ZAPOPAN_JAL,"Carretera Guadalajara-Nogales, San Juan De Ocotán, Zapopan, Jalisco 45019, Mexico",20.702731,-103.461613,gasera,"[[20.7030247983, -103.461524084], [20.7027237172, -103.461280003], [20.7022537577, -103.461661158], [20.7026276011, -103.4620769], [20.7030247983, -103.461524084]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GAS_SIMSA_GNV_HERMOSILLO,"Calle De Los Olivos, Parque Industrial De Hermosillo, Hermosillo, Sonora 83118, Mexico",29.019261,-110.904116,gasera,"[[29.019171468, -110.904885186], [29.0188806284, -110.904740347], [29.0192629416, -110.902927173], [29.0198164723, -110.90314175], [29.019171468, -110.904885186]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GASECO_MANANTIALES_MOR_MICH,"Periférico Paseo De La República 650, Ejido La Quemada, Morelia, Michoacán De Ocampo 58337, Mexico",19.689561,-101.239467,gasera,"[[19.6899962823, -101.239322774], [19.689395241, -101.239118926], [19.6891679559, -101.239759975], [19.6892512938, -101.239810937], [19.6899962823, -101.239322774]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GASOLINERA_MORELIA,"Mex-15D, La Barca, Jalisco, Mexico",20.322808,-102.511415,otro,"[[20.3228570695, -102.510592288], [20.3220295524, -102.5106057], [20.3220597355, -102.513011641], [20.3235537901, -102.51294995], [20.3234909093, -102.510737128], [20.3228570695, -102.510592288]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GASOLINERAS_LA_PRIMAVERA_STA_CASILDA,"Mex-37D, Nuevo Urecho, Michoacán De Ocampo, Mexico",19.195607,-101.91646,gasera,"[[19.1955432777, -101.918145864], [19.1974456124, -101.916281729], [19.1957129942, -101.913983076], [19.1937878415, -101.915742605], [19.1955432777, -101.918145864]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
GRUAS_AGM_MORELIA,"Carretera Salamanca-Morelia, Tarímbaro, Michoacán De Ocampo, Mexico",19.842769,-101.156209,cliente,"[[19.842620771, -101.155604913], [19.8421212237, -101.156836047], [19.843110225, -101.15710695], [19.8433700891, -101.155894592], [19.842620771, -101.155604913]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUAS_ALEX_SAN_LUIS_POTOSI,"Carretera A Enrique Estrada, San Luis Potosí, Mexico",22.246942,-100.934347,cliente,"[[22.2475201103, -100.93426372], [22.246527092, -100.93361999], [22.2461547083, -100.934556081], [22.2469863639, -100.935033514], [22.2475201103, -100.93426372]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_MAZA_SLP,"Calle Precursores De La Revolución 64, Fracc Infonavit Los Arbolitos, San Luis Potosí 78398, Mexico",22.117877,-100.9257,cliente,"[[22.1181756303, -100.926053132], [22.1177109676, -100.924980248], [22.1174028482, -100.925165321], [22.1179221781, -100.926246251], [22.1181756303, -100.926053132]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
HUTCHISON_PORT_LZC,"Boulevard De Las Bahías, Comp Siderúrgico Lázaro Cárdenas, Lázaro Cárdenas, Michoacán De Ocampo 60950, Mexico",17.95419,-102.174602,puerto,"[[17.9510221986, -102.171468867], [17.9593301431, -102.171898021], [17.9592484944, -102.179215087], [17.9503281512, -102.178957595], [17.9510221986, -102.171468867]]",2025-11-19 14:45:48,Entrando a Hutchinson,Saliendo de Hutchison,baja,,En Ruta,En Ruta
KIMBERL_Y_CLARK_SAN_JUAN_DEL_RIO_QRO,"Avenida Río San Juan 13, San Cayetano, San Juan Del Río, Querétaro 76806, Mexico",20.380484,-99.98237,cliente,"[[20.3829575533, -99.985197831], [20.3818581361, -99.977307599], [20.3768898346, -99.9783590249], [20.3777579674, -99.985787917], [20.3829575533, -99.985197831]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
KIMBERLY_CLARK_ECATEPEC_EDOMEX,"Cerrada Calada De La Viga, Olímpica Jajalpa, Ecatepec De Morelos, México 55090, Mexico",19.579322,-99.030826,cliente,"[[19.5804860765, -99.0280710983], [19.5751285327, -99.0311824608], [19.5777972183, -99.0351950455], [19.5827099103, -99.0316116142], [19.5804860765, -99.0280710983]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
LLANTERA_SAN_JUDAS,"Mex-57, Ejido La Paz, Galeana, Nuevo León 67864, Mexico",24.953154,-100.461834,otro,"[[24.9544023811, -100.462082326], [24.9521852872, -100.459862371], [24.9513487272, -100.461106916], [24.9534303891, -100.464035888], [24.9544023811, -100.462082326]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
MKS_LZC,"Boulevard De Las Bahías, Comp Siderúrgico Lázaro Cárdenas, Lázaro Cárdenas, Michoacán De Ocampo 60950, Mexico",17.935422,-102.150673,puerto,"[[17.9395700916, -102.142759755], [17.935568816, -102.141729787], [17.9288317699, -102.162243322], [17.9335681442, -102.163874105], [17.9395700916, -102.142759755]]",2025-11-19 14:45:48,Entrando a MKS,Saliendo de MKS,baja,,En Ruta,En Ruta
NESTLE_CUATITLAN_EDOMEX,"Calle Libramiento Ferronales, Barrio Puente Jabonero, Cuautitlán, México 54879, Mexico",19.663899,-99.182205,cliente,"[[19.663082271, -99.1821200343], [19.664350219, -99.1818839999], [19.6645598588, -99.1821227165], [19.6644209409, -99.1827771755], [19.663082271, -99.1821200343]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
NIAGARA_BOTTING_SALINAS_VICTORIA_NL,"Carretera Monterrey-Colombia, Salinas Victoria, Nuevo León, Mexico",25.90514,-100.295119,cliente,"[[25.9050709069, -100.293069641], [25.9031889872, -100.297028582], [25.9052349702, -100.298273127], [25.9071361585, -100.294153254], [25.9050709069, -100.293069641]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
NIAGARA_BOTTING_ZACOALCO_JAL,"Jal-402, Acatlán De Juárez, Zacoalco De Torres, Jalisco, Mexico",20.34269,-103.582918,cliente,"[[20.3442239044, -103.583138656], [20.3423830136, -103.581138981], [20.3407181242, -103.582678569], [20.3419001473, -103.584497107], [20.3442239044, -103.583138656]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
NIAGARA_CEDIS_EDOMEX,"Mex-40D, Jilotepec, México, Mexico",19.977425,-99.522554,cliente,"[[19.9779025072, -99.5212593902], [19.9766345369, -99.5212996234], [19.9769219107, -99.5230725635], [19.9773075959, -99.5235043992], [19.9776126143, -99.5237404336], [19.9776907594, -99.5237404336], [19.9779025072, -99.5212593902]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
PARADOR_DEL_DESIERTO,"Mex-37D, La Huacana, Michoacán De Ocampo, Mexico",18.687875,-102.011275,pension,"[[18.6891182216, -102.011483103], [18.6866155356, -102.00928101], [18.6861683512, -102.011142463], [18.6883559861, -102.01298514], [18.6891182216, -102.011483103]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PARADOR_EL_TRIANGULO_DORADO,"Mex-37D, Múgica, Michoacán De Ocampo, Mexico",18.943827,-102.085421,pension,"[[18.9429801281, -102.084608069], [18.9450604111, -102.084870926], [18.9450984648, -102.086426607], [18.9430181823, -102.086590222], [18.9429801281, -102.084608069]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PARADOR_MIXTECO_EDOMEX,"Mex-57D, Teoloyucan, México, Mexico",19.760435,-99.214726,otro,"[[19.7615075444, -99.2141081971], [19.7591044416, -99.2131586951], [19.7590236644, -99.2147036475], [19.7597607548, -99.2162485999], [19.7617044357, -99.2160286588], [19.7615075444, -99.2141081971]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
PARADOR_POPEYES_QRO,"Mex-57D, Polotitlán, México, Mexico",20.266833,-99.867634,pension,"[[20.2676373593, -99.8680619102], [20.2669227741, -99.8662353258], [20.2655942407, -99.8670668106], [20.2663717361, -99.8687431913], [20.2676373593, -99.8680619102]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PARADOR_POTOSINO_OTE_SLP,"Mex-57D, San Luis Potosí, Mexico",22.132357,-100.824562,otro,"[[22.1305273032, -100.825152481], [22.1309298087, -100.822915518], [22.1329671646, -100.823650444], [22.1329373498, -100.824535573], [22.1343982652, -100.824734056], [22.1342144094, -100.825790846], [22.1305273032, -100.825152481]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
PARADOR_REST_CARMELITA,"Mex-37D, Múgica, Michoacán De Ocampo, Mexico",18.972477,-102.087493,pension,"[[18.9727367863, -102.087889364], [18.9727722972, -102.086945227], [18.9720874427, -102.086926451], [18.9720493951, -102.087814263], [18.9727367863, -102.087889364]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PARADOR_REST_LAURA,"Mex-37D, Arteaga, Michoacán De Ocampo, Mexico",18.551309,-101.971252,pension,"[[18.5517457398, -101.971581777], [18.5515499415, -101.970554491], [18.5506548611, -101.970868309], [18.5508506604, -101.971672972], [18.5517457398, -101.971581777]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PARADOR_TURISTICO_SAN_PEDRO_NL.,"Mex-57, Galeana, Nuevo León, Mexico",24.496335,-100.294868,otro,"[[24.494086274, -100.295965254], [24.495785074, -100.294237912], [24.4968102009, -100.29324013], [24.4971421449, -100.29305774], [24.4977767414, -100.29277879], [24.4985773047, -100.29388386], [24.4982746533, -100.294141352], [24.4975033772, -100.294849455], [24.49658565, -100.295525372], [24.4958046003, -100.296147644], [24.4952480995, -100.296512425], [24.4946720697, -100.296973765], [24.494086274, -100.295965254]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
PARADOR_TURISTICO_SAN_PEDRO_PALMILLAS_QRO.,"Mex-57D, San Juan Del Río, Querétaro, Mexico",20.314876,-99.932193,otro,"[[20.3123256166, -99.9344176249], [20.3181210218, -99.9347073034], [20.3182920634, -99.9311882452], [20.3165514543, -99.930480142], [20.3152736536, -99.93022265], [20.3138851654, -99.9305981592], [20.3122350617, -99.9315101103], [20.3123256166, -99.9344176249]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
PARQUE_INDUSTRIAL_VALLE_DE_AGS,"Calle Municipio Jesús María, Jesús María, Aguascalientes, Mexico",21.962398,-102.280836,cliente,"[[21.9617741504, -102.281505254], [21.9615303683, -102.279944208], [21.9634118587, -102.279804467], [21.963500514, -102.281419423], [21.9617741504, -102.281505254]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
PEISA _FOODS_PUEBLA,"Cerrada San Pablo 10953, Pueblo San Francisco Totimehuacan, Puebla 72595, Mexico",18.971843,-98.198766,cliente,"[[18.9717534731, -98.1982647212], [18.9717669086, -98.1981975579], [18.9721752859, -98.1980849052], [18.972407891, -98.1997989448], [18.9715657713, -98.1999357374], [18.9715911364, -98.1992356809], [18.9717263244, -98.1983450794], [18.9717534731, -98.1982647212]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,Peaje,Descargando,En Ruta
PENSIÓN LAS JACARANDAS MICH,"Carretera Salamanca-Morelia, Tarímbaro, Michoacán De Ocampo, Mexico",19.851629,-101.149187,pension,"[[19.8520609354, -101.150050137], [19.8513545464, -101.15002868], [19.8509054831, -101.148070667], [19.8517653354, -101.147733251], [19.8520609354, -101.150050137]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
PENSION_CADIZ_PUEBLA,"Esq. Francisco I. Madero, C 27 NORTE. 67, Santa María La Rivera, Puebla 72010, Mexico",19.077993,-98.201167,pension,"[[19.078264634, -98.2008893465], [19.0775624698, -98.2009134863], [19.0776157026, -98.2015143012], [19.0782595642, -98.2016269539], [19.078264634, -98.2008893465]]",2025-11-19 14:45:48,Esperando asignación,Saliendo de pensión,baja,,Disponible,Disponible
